pId,pCmdline,pName,pNumThreads,pCpuTimeUserMode,pCpuTimeKernelMode,pChildrenUserMode,pChildrenKernelMode,pVoluntaryContextSwitches,pInvoluntaryContextSwitches,pBlockIODelays,pVirtualMemoryBytes
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,1,0,-2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1e-15,0,-1,1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2.000000000000001,1,1,-1,0,2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,0,0,0,0,-3,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,-1,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,1,-1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,1,0,1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,0,2,1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1.000000000000001,-1,-2,-2,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2,0,0,1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,0,0,3,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,2,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2,-1,-3,-2,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,3,2,2,1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-5,0,0,-2,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,3,1,0,3,0,2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1e-15,-1,0,0,0,-2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1.000000000000001,0,0,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,-1,-1,-2,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,3,0,5,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2,-3,1,-2,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,-2,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1.000000000000001,2,0,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,2,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,4,-2,0,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-3,0,0,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,-1,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,1,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,1,-2,1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,1,1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1.000000000000001,0,1,-2,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,-1,1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,-1,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,1,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,-1,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2.000000000000001,2,1,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,0,0,0,0,2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1.000000000000001,-1,0,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,4,-2,0,1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-4,2,0,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,1,-1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,-1,1,0,2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,-1,1,-1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2.000000000000001,1,-1,1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,-1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,2,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,-1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,1,-1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,-2,-1,1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1.000000000000001,1,0,-1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,1,0,1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,-1,-1,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,2,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,-2,-1,0,0,-2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1.000000000000001,1,1,-1,0,2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,-1,1,0,-2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,2,2,1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1.000000000000001,-2,-2,-1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,1,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,2,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,0,-2,1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,-1,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,0,0,2,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,0,1,-2,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,1,-1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,1,-2,1,0,2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,1,0,0,-3,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,0,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,0,0,5,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,0,0,-5,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,1,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,2,-1,2,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,-2,3,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1.000000000000001,0,-3,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,-1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,1,1,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-2,-1,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,2,0,1,0,2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-2,0,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,0,0,-2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,-1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,1,0,2,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,-1,0,-2,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2.000000000000001,2,0,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,0,0,-2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,1,0,1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,-1,0,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,-1,1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,1,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,-1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,-1,2,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,0,1,-1,0,2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1.000000000000001,-1,1,-1,0,-2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,1,-1,2,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,-1,0,-1,0,8,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,0,0,-7,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,0,0,1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,0,-1,0,0,2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,1,0,0,-2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,1,-1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,-2,0,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2.000000000000001,2,-1,1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,-1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,-1,0,1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2.000000000000001,1,2,-2,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,0,-2,2,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,-1,0,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,1,0,2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,-1,0,-3,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,1,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,-2,1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,1,-2,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,1,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,-2,2,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,1,-1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,1,-1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,-2,-1,1,0,-2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1e-15,1,0,2,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1.000000000000001,0,0,-3,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,1,1,2,0,-2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2,-1,-1,-2,0,2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,0,1,0,0,4,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,0,-1,0,0,-6,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,1,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,1,-1,1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,3,0,1,2,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-3,0,-1,-3,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2,1,0,1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,0,1,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,0,-1,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,1,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,-1,-1,1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2.000000000000001,1,0,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,-1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,0,0,4,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1.000000000000001,-1,0,-4,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,2,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,-1,1,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1.000000000000001,0,-1,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,-1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,1,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,0,-1,2,0,2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1.000000000000001,0,0,-1,0,-3,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,1,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,-2,0,0,0,3,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,1,1,-1,0,-3,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,1,-1,1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,-1,0,0,0,2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,3,0,0,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2,-1,0,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,-1,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,0,1,0,0,-2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,0,1,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,0,-2,3,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,-1,1,-2,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2,1,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,-1,0,-1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2,2,0,1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,-2,-1,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2.000000000000001,2,1,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,-2,0,0,0,2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1.000000000000001,2,1,0,0,-2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-2,-1,-1,0,3,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1.000000000000001,1,0,1,0,-2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,1,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,0,0,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,0,0,2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,0,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,-1,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,2,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,-2,-1,-1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1.000000000000001,2,1,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,1,2,0,2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2.000000000000001,1,-2,-2,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,1,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,-1,1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,0,0,3,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,-1,1,0,-3,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,1,1,-1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,0,-1,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,0,1,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-2,0,-1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1.000000000000001,1,0,1,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,0,1,0,0,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-1,0,1,-1,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,3,-1,-1,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2,0,1,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,-1,1,0,0,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-3.000000000000001,3,0,0,0,2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,0,0,-2,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,1,-1,0,0,0,-1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,-2,1,-1,0,0,1,0,0
10,python3 ./rudataall.py -vcp /data/ContainerProfiler/test,python3,0,2,-1,1,-1,0,1,0,0
